ncbi_id,status,comment,checked_utc
OGI21470.1,live,,2026-08-31T19:45:50+00:00
OGI21694.1,live,,2026-08-31T19:45:50+00:00
OGI22666.1,live,,2026-08-31T19:45:50+00:00
OGI22984.1,live,,2026-08-31T19:45:50+00:00
OGJ86223.1,live,,2026-08-31T19:45:50+00:00
OGJ86493.1,live,,2026-08-31T19:45:50+00:00
OGJ86494.1,live,,2026-08-31T19:45:50+00:00
OGJ86515.1,live,,2026-08-31T19:45:50+00:00
OGJ88439.1,live,,2026-08-31T19:45:50+00:00
OGJ89046.1,live,,2026-08-31T19:45:50+00:00
OGJ89220.1,live,,2026-08-31T19:45:50+00:00
OGJ90152.1,live,,2026-08-31T19:45:50+00:00
OGJ90454.1,live,,2026-08-31T19:45:50+00:00
OGJ90670.1,live,,2026-08-31T19:45:50+00:00
OGJ92582.1,live,,2026-08-31T19:45:50+00:00
OGJ92720.1,live,,2026-08-31T19:45:50+00:00
OGJ92996.1,live,,2026-08-31T19:45:50+00:00
OGJ93379.1,live,,2026-08-31T19:45:50+00:00
OGJ93759.1,live,,2026-08-31T19:45:50+00:00
OGJ93889.1,live,,2026-08-31T19:45:50+00:00
OGJ93904.1,live,,2026-08-31T19:45:50+00:00
OGJ94366.1,live,,2026-08-31T19:45:50+00:00
OGV20186.1,live,,2026-08-31T19:45:50+00:00
OGV23153.1,live,,2026-08-31T19:45:50+00:00
OGV24499.1,live,,2026-08-31T19:45:50+00:00
OIO63572.1,live,,2026-08-31T19:45:50+00:00
OIO63591.1,live,,2026-08-31T19:45:50+00:00
OIO63919.1,live,,2026-08-31T19:45:50+00:00
OIO63931.1,live,,2026-08-31T19:45:50+00:00
OJY18637.1,live,,2026-08-31T19:45:50+00:00
OJY19784.1,live,,2026-08-31T19:45:50+00:00
OJY23008.1,live,,2026-08-31T19:45:50+00:00
OJY24761.1,live,,2026-08-31T19:45:50+00:00
OJY25135.1,live,,2026-08-31T19:45:50+00:00
OJY25307.1,live,,2026-08-31T19:45:50+00:00
OJY25308.1,live,,2026-08-31T19:45:50+00:00
OJY25319.1,live,,2026-08-31T19:45:50+00:00
OJY25320.1,live,,2026-08-31T19:45:50+00:00
OJY25665.1,live,,2026-08-31T19:45:50+00:00
OJY26200.1,live,,2026-08-31T19:45:50+00:00
OJY28788.1,live,,2026-08-31T19:45:50+00:00
OJY29914.1,live,,2026-08-31T19:45:50+00:00
OJY30202.1,live,,2026-08-31T19:45:50+00:00
OJY30207.1,live,,2026-08-31T19:45:50+00:00
OJY30276.1,live,,2026-08-31T19:45:50+00:00
OJY30504.1,live,,2026-08-31T19:45:50+00:00
OJY31067.1,live,,2026-08-31T19:45:50+00:00
OJY31163.1,live,,2026-08-31T19:45:50+00:00
OJY31188.1,live,,2026-08-31T19:45:50+00:00
OJY31564.1,live,,2026-08-31T19:45:50+00:00
OJY31597.1,live,,2026-08-31T19:45:50+00:00
PJA73703.1,live,,2026-08-31T19:45:50+00:00
PJA75299.1,live,,2026-08-31T19:45:50+00:00
PJA75326.1,live,,2026-08-31T19:45:50+00:00
PJA77114.1,live,,2026-08-31T19:45:50+00:00
PJA77237.1,live,,2026-08-31T19:45:50+00:00
PJA77254.1,live,,2026-08-31T19:45:50+00:00
PKL90695.1,live,,2026-08-31T19:45:50+00:00
PKL90797.1,live,,2026-08-31T19:45:50+00:00
PKL91583.1,live,,2026-08-31T19:45:50+00:00
PKL91615.1,live,,2026-08-31T19:45:50+00:00
PKL91616.1,live,,2026-08-31T19:45:50+00:00
PKL91622.1,live,,2026-08-31T19:45:50+00:00
PKL91648.1,live,,2026-08-31T19:45:50+00:00
PKL91759.1,live,,2026-08-31T19:45:50+00:00
PKL92031.1,live,,2026-08-31T19:45:50+00:00
PKL92044.1,live,,2026-08-31T19:45:50+00:00
PLX16003.1,live,,2026-08-31T19:45:50+00:00
PLX17688.1,live,,2026-08-31T19:45:50+00:00
PLX18050.1,live,,2026-08-31T19:45:50+00:00
PLX18241.1,live,,2026-08-31T19:45:50+00:00
PLX18721.1,live,,2026-08-31T19:45:50+00:00
PLX18723.1,live,,2026-08-31T19:45:50+00:00
PLX19214.1,live,,2026-08-31T19:45:50+00:00
PLX19518.1,live,,2026-08-31T19:45:50+00:00
PZM78888.1,live,,2026-08-31T19:45:50+00:00
PZM78898.1,live,,2026-08-31T19:45:50+00:00
PZM78907.1,live,,2026-08-31T19:45:50+00:00
PZM78915.1,live,,2026-08-31T19:45:50+00:00
PZM78916.1,live,,2026-08-31T19:45:50+00:00
PZM82010.1,live,,2026-08-31T19:45:50+00:00
PZM82011.1,live,,2026-08-31T19:45:50+00:00
PZM82021.1,live,,2026-08-31T19:45:50+00:00
PZM83102.1,live,,2026-08-31T19:45:50+00:00
PZM83108.1,live,,2026-08-31T19:45:50+00:00
PZM83109.1,live,,2026-08-31T19:45:50+00:00
RJO64095.1,live,,2026-08-31T19:45:50+00:00
RJO65310.1,live,,2026-08-31T19:45:50+00:00
RJO65990.1,live,,2026-08-31T19:45:50+00:00
RJO66288.1,live,,2026-08-31T19:45:50+00:00
RJO67173.1,live,,2026-08-31T19:45:50+00:00
RJO68642.1,live,,2026-08-31T19:45:50+00:00
RJO73961.1,live,,2026-08-31T19:45:50+00:00
RJO74039.1,live,,2026-08-31T19:45:50+00:00
RJO74317.1,live,,2026-08-31T19:45:50+00:00
RJP18448.1,live,,2026-08-31T19:45:50+00:00
RJP20927.1,live,,2026-08-31T19:45:50+00:00
RJP20987.1,live,,2026-08-31T19:45:50+00:00
RJP21139.1,live,,2026-08-31T19:45:50+00:00
RJP22009.1,live,,2026-08-31T19:45:50+00:00
RJP22010.1,live,,2026-08-31T19:45:50+00:00
RJP26007.1,live,,2026-08-31T19:45:50+00:00
RJP57649.1,live,,2026-08-31T19:45:50+00:00
RJP58076.1,live,,2026-08-31T19:45:50+00:00
RJP59866.1,live,,2026-08-31T19:45:50+00:00
RJP61203.1,live,,2026-08-31T19:45:50+00:00
RJP61652.1,live,,2026-08-31T19:45:50+00:00
RKY34246.1,live,,2026-08-31T19:45:50+00:00
RKY36372.1,live,,2026-08-31T19:45:50+00:00
RKY36373.1,live,,2026-08-31T19:45:50+00:00
RKY36507.1,live,,2026-08-31T19:45:50+00:00
RKY36871.1,live,,2026-08-31T19:45:50+00:00
RKY37213.1,live,,2026-08-31T19:45:50+00:00
RKY37397.1,live,,2026-08-31T19:45:50+00:00
RKY37408.1,live,,2026-08-31T19:45:50+00:00
RLE07944.1,live,,2026-08-31T19:45:50+00:00
RLE08066.1,live,,2026-08-31T19:45:50+00:00
RLE09070.1,live,,2026-08-31T19:45:50+00:00
RLE10153.1,live,,2026-08-31T19:45:50+00:00
RLE10157.1,live,,2026-08-31T19:45:50+00:00
RLE10159.1,live,,2026-08-31T19:45:50+00:00
RLE10191.1,live,,2026-08-31T19:45:50+00:00
RMF84594.1,live,,2026-08-31T19:45:50+00:00
RMF85458.1,live,,2026-08-31T19:45:50+00:00
RMF86300.1,live,,2026-08-31T19:45:50+00:00
RMF87811.1,live,,2026-08-31T19:45:50+00:00
RMF88778.1,live,,2026-08-31T19:45:50+00:00
RMF89225.1,live,,2026-08-31T19:45:50+00:00
RMF89356.1,live,,2026-08-31T19:45:50+00:00
RMF89785.1,live,,2026-08-31T19:45:50+00:00
RMF89998.1,live,,2026-08-31T19:45:50+00:00
RMF90463.1,live,,2026-08-31T19:45:50+00:00
RMF90464.1,live,,2026-08-31T19:45:50+00:00
RMF90745.1,live,,2026-08-31T19:45:50+00:00
RMF91773.1,live,,2026-08-31T19:45:50+00:00
RMG43582.1,live,,2026-08-31T19:45:50+00:00
RMG44769.1,live,,2026-08-31T19:45:50+00:00
RMG45861.1,live,,2026-08-31T19:45:50+00:00
RMG46892.1,live,,2026-08-31T19:45:50+00:00
RMG47392.1,live,,2026-08-31T19:45:50+00:00
RMG47395.1,live,,2026-08-31T19:45:50+00:00
RZD18566.1,live,,2026-08-31T19:45:50+00:00
RZD18575.1,live,,2026-08-31T19:45:50+00:00
RZD18582.1,live,,2026-08-31T19:45:50+00:00
RZD18583.1,live,,2026-08-31T19:45:50+00:00
RZD18605.1,live,,2026-08-31T19:45:50+00:00
RZD18607.1,live,,2026-08-31T19:45:50+00:00
RZD18613.1,live,,2026-08-31T19:45:50+00:00
RZD18622.1,live,,2026-08-31T19:45:50+00:00
RZD18625.1,live,,2026-08-31T19:45:50+00:00
RZD18855.1,live,,2026-08-31T19:45:50+00:00
TAK26884.1,live,,2026-08-31T19:45:50+00:00
TAK29830.1,live,,2026-08-31T19:45:50+00:00
TAK32256.1,live,,2026-08-31T19:45:50+00:00
TAK32259.1,live,,2026-08-31T19:45:50+00:00
TAK34227.1,live,,2026-08-31T19:45:50+00:00
TAK34228.1,live,,2026-08-31T19:45:50+00:00
TAK36099.1,live,,2026-08-31T19:45:50+00:00
TKJ36861.1,live,,2026-08-31T19:45:50+00:00
TKJ40609.1,live,,2026-08-31T19:45:50+00:00
TKJ41626.1,live,,2026-08-31T19:45:50+00:00
TKJ41628.1,live,,2026-08-31T19:45:50+00:00
TKJ42229.1,live,,2026-08-31T19:45:50+00:00
TKJ42230.1,live,,2026-08-31T19:45:50+00:00
WP_000020484.1,live,,2026-08-31T19:45:50+00:00
WP_000210563.1,live,,2026-08-31T19:45:50+00:00
WP_000906486.1,live,,2026-08-31T19:45:50+00:00
WP_002557312.1,live,,2026-08-31T19:45:50+00:00
WP_002557320.1,live,,2026-08-31T19:45:50+00:00
WP_002557358.1,live,,2026-08-31T19:45:50+00:00
WP_002656867.1,live,,2026-08-31T19:45:50+00:00
WP_002656987.1,live,,2026-08-31T19:45:50+00:00
WP_002657813.1,live,,2026-08-31T19:45:50+00:00
WP_002658032.1,live,,2026-08-31T19:45:50+00:00
WP_002852641.1,live,,2026-08-31T19:45:50+00:00
WP_002852854.1,live,,2026-08-31T19:45:50+00:00
WP_002856482.1,live,,2026-08-31T19:45:50+00:00
WP_002882319.1,live,,2026-08-31T19:45:50+00:00
WP_002882797.1,live,,2026-08-31T19:45:50+00:00
WP_003083101.1,live,,2026-08-31T19:45:50+00:00
WP_003083121.1,live,,2026-08-31T19:45:50+00:00
WP_003085981.1,live,,2026-08-31T19:45:50+00:00
WP_003087672.1,live,,2026-08-31T19:45:50+00:00
WP_003087674.1,live,,2026-08-31T19:45:50+00:00
WP_003096222.1,live,,2026-08-31T19:45:50+00:00
WP_003100792.1,live,,2026-08-31T19:45:50+00:00
WP_003103203.1,live,,2026-08-31T19:45:50+00:00
WP_003103206.1,live,,2026-08-31T19:45:50+00:00
WP_003120328.1,live,,2026-08-31T19:45:50+00:00
WP_003120329.1,live,,2026-08-31T19:45:50+00:00
WP_003123072.1,live,,2026-08-31T19:45:50+00:00
WP_003503431.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_003508056.1,live,,2026-08-31T19:45:50+00:00
WP_003718817.1,live,,2026-08-31T19:45:50+00:00
WP_004091616.1,live,,2026-08-31T19:45:50+00:00
WP_004092527.1,live,,2026-08-31T19:45:50+00:00
WP_004096801.1,live,,2026-08-31T19:45:50+00:00
WP_004096844.1,live,,2026-08-31T19:45:50+00:00
WP_004096850.1,live,,2026-08-31T19:45:50+00:00
WP_004098963.1,live,,2026-08-31T19:45:50+00:00
WP_004306549.1,live,,2026-08-31T19:45:50+00:00
WP_004306836.1,live,,2026-08-31T19:45:50+00:00
WP_004334877.1,live,,2026-08-31T19:45:50+00:00
WP_004335222.1,live,,2026-08-31T19:45:50+00:00
WP_004335313.1,live,,2026-08-31T19:45:50+00:00
WP_004337800.1,live,,2026-08-31T19:45:50+00:00
WP_004339102.1,live,,2026-08-31T19:45:50+00:00
WP_004573318.1,live,,2026-08-31T19:45:50+00:00
WP_004573402.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_004623767.1,live,,2026-08-31T19:45:50+00:00
WP_004626983.1,live,,2026-08-31T19:45:50+00:00
WP_004626989.1,live,,2026-08-31T19:45:50+00:00
WP_004627073.1,live,,2026-08-31T19:45:50+00:00
WP_004629164.1,live,,2026-08-31T19:45:50+00:00
WP_005008065.1,live,,2026-08-31T19:45:50+00:00
WP_005008183.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_005008185.1,live,,2026-08-31T19:45:50+00:00
WP_005008783.1,live,,2026-08-31T19:45:50+00:00
WP_005008786.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_005009657.1,live,,2026-08-31T19:45:50+00:00
WP_005009803.1,live,,2026-08-31T19:45:50+00:00
WP_005010445.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_005011338.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_005011346.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_005011437.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_005031517.1,live,,2026-08-31T19:45:50+00:00
WP_005031958.1,live,,2026-08-31T19:45:50+00:00
WP_005032108.1,live,,2026-08-31T19:45:50+00:00
WP_005033143.1,live,,2026-08-31T19:45:50+00:00
WP_005033148.1,live,,2026-08-31T19:45:50+00:00
WP_005033461.1,live,,2026-08-31T19:45:50+00:00
WP_005034681.1,live,,2026-08-31T19:45:50+00:00
WP_005034718.1,live,,2026-08-31T19:45:50+00:00
WP_005035507.1,live,,2026-08-31T19:45:50+00:00
WP_005035921.1,live,,2026-08-31T19:45:50+00:00
WP_005036512.1,live,,2026-08-31T19:45:50+00:00
WP_005336053.1,live,,2026-08-31T19:45:50+00:00
WP_005340632.1,live,,2026-08-31T19:45:50+00:00
WP_006082602.1,live,,2026-08-31T19:45:50+00:00
WP_006191119.1,live,,2026-08-31T19:45:50+00:00
WP_006191347.1,live,,2026-08-31T19:45:50+00:00
WP_006193020.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_006193716.1,live,,2026-08-31T19:45:50+00:00
WP_006193740.1,live,,2026-08-31T19:45:50+00:00
WP_006501523.1,live,,2026-08-31T19:45:50+00:00
WP_006503754.1,live,,2026-08-31T19:45:50+00:00
WP_006504220.1,live,,2026-08-31T19:45:50+00:00
WP_006583068.1,live,,2026-08-31T19:45:50+00:00
WP_006583069.1,live,,2026-08-31T19:45:50+00:00
WP_006583098.1,live,,2026-08-31T19:45:50+00:00
WP_006583107.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_006583351.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_006584116.1,live,,2026-08-31T19:45:50+00:00
WP_006592423.1,live,,2026-08-31T19:45:50+00:00
WP_006594015.1,live,,2026-08-31T19:45:50+00:00
WP_006594018.1,live,,2026-08-31T19:45:50+00:00
WP_006594643.1,live,,2026-08-31T19:45:50+00:00
WP_006594645.1,live,,2026-08-31T19:45:50+00:00
WP_006750699.1,live,,2026-08-31T19:45:50+00:00
WP_006754497.1,live,,2026-08-31T19:45:50+00:00
WP_006754499.1,live,,2026-08-31T19:45:50+00:00
WP_006755970.1,live,,2026-08-31T19:45:50+00:00
WP_006929488.1,live,,2026-08-31T19:45:50+00:00
WP_006929490.1,live,,2026-08-31T19:45:50+00:00
WP_006929542.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_006929814.1,live,,2026-08-31T19:45:50+00:00
WP_006930547.1,live,,2026-08-31T19:45:50+00:00
WP_006930963.1,live,,2026-08-31T19:45:50+00:00
WP_006931139.1,live,,2026-08-31T19:45:50+00:00
WP_006931318.1,live,,2026-08-31T19:45:50+00:00
WP_006931319.1,live,,2026-08-31T19:45:50+00:00
WP_006931815.1,live,,2026-08-31T19:45:50+00:00
WP_006932645.1,live,,2026-08-31T19:45:50+00:00
WP_006932703.1,live,,2026-08-31T19:45:50+00:00
WP_006934600.1,live,,2026-08-31T19:45:50+00:00
WP_006934601.1,live,,2026-08-31T19:45:50+00:00
WP_006934630.1,live,,2026-08-31T19:45:50+00:00
WP_006934664.1,live,,2026-08-31T19:45:50+00:00
WP_006938134.1,live,,2026-08-31T19:45:50+00:00
WP_006938566.1,live,,2026-08-31T19:45:50+00:00
WP_006938571.1,live,,2026-08-31T19:45:50+00:00
WP_006938575.1,live,,2026-08-31T19:45:50+00:00
WP_006938576.1,live,,2026-08-31T19:45:50+00:00
WP_006938577.1,live,,2026-08-31T19:45:50+00:00
WP_006938578.1,live,,2026-08-31T19:45:50+00:00
WP_006938579.1,live,,2026-08-31T19:45:50+00:00
WP_007430005.1,live,,2026-08-31T19:45:50+00:00
WP_007508001.1,live,,2026-08-31T19:45:50+00:00
WP_007511377.1,live,,2026-08-31T19:45:50+00:00
WP_008178814.1,live,,2026-08-31T19:45:50+00:00
WP_008179711.1,live,,2026-08-31T19:45:50+00:00
WP_008180739.1,live,,2026-08-31T19:45:50+00:00
WP_008181284.1,live,,2026-08-31T19:45:50+00:00
WP_008514819.1,live,,2026-08-31T19:45:50+00:00
WP_008514820.1,live,,2026-08-31T19:45:50+00:00
WP_008516741.1,live,,2026-08-31T19:45:50+00:00
WP_008518195.1,live,,2026-08-31T19:45:50+00:00
WP_008518215.1,live,,2026-08-31T19:45:50+00:00
WP_008518255.1,live,,2026-08-31T19:45:50+00:00
WP_008843241.1,live,,2026-08-31T19:45:50+00:00
WP_009201331.1,live,,2026-08-31T19:45:50+00:00
WP_009202112.1,live,,2026-08-31T19:45:50+00:00
WP_009542587.1,live,,2026-08-31T19:45:50+00:00
WP_009542611.1,live,,2026-08-31T19:45:50+00:00
WP_009542699.1,live,,2026-08-31T19:45:50+00:00
WP_009542724.1,live,,2026-08-31T19:45:50+00:00
WP_009791691.1,live,,2026-08-31T19:45:50+00:00
WP_009794115.1,live,,2026-08-31T19:45:50+00:00
WP_009794283.1,live,,2026-08-31T19:45:50+00:00
WP_009795905.1,live,,2026-08-31T19:45:50+00:00
WP_009795919.1,live,,2026-08-31T19:45:50+00:00
WP_010345384.1,live,,2026-08-31T19:45:50+00:00
WP_010346399.1,live,,2026-08-31T19:45:50+00:00
WP_010346972.1,live,,2026-08-31T19:45:50+00:00
WP_010349520.1,live,,2026-08-31T19:45:50+00:00
WP_010880500.1,live,,2026-08-31T19:45:50+00:00
WP_010880700.1,live,,2026-08-31T19:45:50+00:00
WP_010880748.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_010880785.1,live,,2026-08-31T19:45:50+00:00
WP_010880786.1,live,,2026-08-31T19:45:50+00:00
WP_010881034.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_010881056.1,live,,2026-08-31T19:45:50+00:00
WP_010881094.1,live,,2026-08-31T19:45:50+00:00
WP_010889818.1,live,,2026-08-31T19:45:50+00:00
WP_010920274.1,live,,2026-08-31T19:45:50+00:00
WP_010921001.1,live,,2026-08-31T19:45:50+00:00
WP_010941037.1,live,,2026-08-31T19:45:50+00:00
WP_010941038.1,live,,2026-08-31T19:45:50+00:00
WP_010941896.1,live,,2026-08-31T19:45:50+00:00
WP_010942326.1,live,,2026-08-31T19:45:50+00:00
WP_010942470.1,live,,2026-08-31T19:45:50+00:00
WP_010943217.1,live,,2026-08-31T19:45:50+00:00
WP_010943660.1,live,,2026-08-31T19:45:50+00:00
WP_011084609.1,live,,2026-08-31T19:45:50+00:00
WP_011084623.1,live,,2026-08-31T19:45:50+00:00
WP_011084624.1,live,,2026-08-31T19:45:50+00:00
WP_011084626.1,live,,2026-08-31T19:45:50+00:00
WP_011084627.1,live,,2026-08-31T19:45:50+00:00
WP_011084628.1,live,,2026-08-31T19:45:50+00:00
WP_011084629.1,live,,2026-08-31T19:45:50+00:00
WP_011197096.1,live,,2026-08-31T19:45:50+00:00
WP_011197102.1,live,,2026-08-31T19:45:50+00:00
WP_011197106.1,live,,2026-08-31T19:45:50+00:00
WP_011197112.1,live,,2026-08-31T19:45:50+00:00
WP_011371713.1,live,,2026-08-31T19:45:50+00:00
WP_011371773.1,live,,2026-08-31T19:45:50+00:00
WP_011371774.1,live,,2026-08-31T19:45:50+00:00
WP_011371840.1,live,,2026-08-31T19:45:50+00:00
WP_011372074.1,live,,2026-08-31T19:45:50+00:00
WP_011372198.1,live,,2026-08-31T19:45:50+00:00
WP_011372336.1,suppressed,This protein record was suppressed because it is no longer annotated on any genome,2026-08-31T19:45:50+00:00
WP_011372357.1,live,,2026-08-31T19:45:50+00:00
WP_011372724.1,live,,2026-08-31T19:45:50+00:00
WP_011372796.1,live,,2026-08-31T19:45:50+00:00
WP_011372797.1,live,,2026-08-31T19:45:50+00:00
WP_011391997.1,live,,2026-08-31T19:45:50+00:00
WP_011392288.1,live,,2026-08-31T19:45:50+00:00
WP_011392305.1,live,,2026-08-31T19:45:50+00:00
WP_011392307.1,live,,2026-08-31T19:45:50+00:00
WP_011392319.1,live,,2026-08-31T19:45:50+00:00
WP_011392517.1,live,,2026-08-31T19:45:50+00:00
WP_011405312.1,live,,2026-08-31T19:45:50+00:00
WP_011405404.1,live,,2026-08-31T19:45:50+00:00
WP_011405579.1,live,,2026-08-31T19:45:50+00:00
WP_011417256.1,live,,2026-08-31T19:45:50+00:00
WP_011417257.1,live,,2026-08-31T19:45:50+00:00
WP_011417271.1,live,,2026-08-31T19:45:50+00:00
WP_011417278.1,live,,2026-08-31T19:45:50+00:00
WP_011417434.1,live,,2026-08-31T19:45:50+00:00
WP_011417847.1,live,,2026-08-31T19:45:50+00:00
WP_011418480.1,live,,2026-08-31T19:45:50+00:00
WP_011419758.1,live,,2026-08-31T19:45:50+00:00
WP_011419760.1,live,,2026-08-31T19:45:50+00:00
WP_011419761.1,live,,2026-08-31T19:45:50+00:00
WP_011419762.1,live,,2026-08-31T19:45:50+00:00
WP_011419763.1,live,,2026-08-31T19:45:50+00:00
WP_011419764.1,live,,2026-08-31T19:45:50+00:00
WP_011419765.1,live,,2026-08-31T19:45:50+00:00
WP_011420033.1,live,,2026-08-31T19:45:50+00:00
WP_011420393.1,live,,2026-08-31T19:45:50+00:00
WP_011420402.1,live,,2026-08-31T19:45:50+00:00
WP_011420409.1,live,,2026-08-31T19:45:50+00:00
WP_011420416.1,live,,2026-08-31T19:45:50+00:00
WP_011420447.1,live,,2026-08-31T19:45:50+00:00
WP_011420456.1,live,,2026-08-31T19:45:50+00:00
WP_011420652.1,live,,2026-08-31T19:45:50+00:00
WP_011420767.1,live,,2026-08-31T19:45:50+00:00
WP_011420958.1,live,,2026-08-31T19:45:50+00:00
WP_011422034.1,live,,2026-08-31T19:45:50+00:00
WP_011422613.1,live,,2026-08-31T19:45:50+00:00
WP_011521959.1,live,,2026-08-31T19:45:50+00:00
WP_011522450.1,live,,2026-08-31T19:45:50+00:00
WP_011522460.1,live,,2026-08-31T19:45:50+00:00
WP_011524285.1,live,,2026-08-31T19:45:50+00:00
WP_011524836.1,live,,2026-08-31T19:45:50+00:00
WP_011628339.1,live,,2026-08-31T19:45:50+00:00
WP_011628453.1,live,,2026-08-31T19:45:50+00:00
WP_011628649.1,live,,2026-08-31T19:45:50+00:00
WP_011628724.1,live,,2026-08-31T19:45:50+00:00
WP_011629155.1,live,,2026-08-31T19:45:50+00:00
WP_011629223.1,live,,2026-08-31T19:45:50+00:00
WP_011629545.1,live,,2026-08-31T19:45:50+00:00
WP_011629546.1,live,,2026-08-31T19:45:50+00:00
WP_011629547.1,live,,2026-08-31T19:45:50+00:00
WP_011629582.1,live,,2026-08-31T19:45:50+00:00
WP_011640880.1,live,,2026-08-31T19:45:50+00:00
WP_011658173.1,live,,2026-08-31T19:45:50+00:00
WP_011659203.1,live,,2026-08-31T19:45:50+00:00
WP_011659207.1,live,,2026-08-31T19:45:50+00:00
WP_011659209.1,live,,2026-08-31T19:45:50+00:00
WP_011659215.1,live,,2026-08-31T19:45:50+00:00
WP_011660319.1,live,,2026-08-31T19:45:50+00:00
WP_011660742.1,live,,2026-08-31T19:45:50+00:00
WP_011660744.1,live,,2026-08-31T19:45:50+00:00
WP_011660745.1,live,,2026-08-31T19:45:50+00:00
WP_011660747.1,live,,2026-08-31T19:45:50+00:00
WP_011660750.1,live,,2026-08-31T19:45:50+00:00
WP_011660751.1,live,,2026-08-31T19:45:50+00:00
WP_011660754.1,live,,2026-08-31T19:45:50+00:00
WP_011719673.1,live,,2026-08-31T19:45:50+00:00
WP_011719682.1,live,,2026-08-31T19:45:50+00:00
WP_011719692.1,live,,2026-08-31T19:45:50+00:00
WP_011719699.1,live,,2026-08-31T19:45:50+00:00
WP_011720381.1,live,,2026-08-31T19:45:50+00:00
WP_011720866.1,live,,2026-08-31T19:45:50+00:00
WP_011720870.1,live,,2026-08-31T19:45:50+00:00
WP_011876654.1,live,,2026-08-31T19:45:50+00:00
WP_011876833.1,live,,2026-08-31T19:45:50+00:00
WP_011878681.1,live,,2026-08-31T19:45:50+00:00
